bin,center,value,error
167,768.25,560,23.6643
168,768.75,527,22.9565
169,769.25,514,22.6716
170,769.75,442,21.0238
171,770.25,382,19.5448
172,770.75,349,18.6815
173,771.25,320,17.8885
174,771.75,274,16.5529
175,772.25,262,16.1864
176,772.75,225,15
177,773.25,191,13.8203
178,773.75,196,14
179,774.25,148,12.1655
180,774.75,162,12.7279
181,775.25,135,11.619
182,775.75,128,11.3137
183,776.25,118,10.8628
184,776.75,95,9.74679
185,777.25,86,9.27362
186,777.75,93,9.64365
187,778.25,87,9.32738
188,778.75,69,8.30662
189,779.25,57,7.54983
190,779.75,49,7
191,780.25,55,7.4162
192,780.75,48,6.9282
193,781.25,23,4.79583
194,781.75,30,5.47723
195,782.25,32,5.65685
196,782.75,30,5.47723
197,783.25,29,5.38516
198,783.75,17,4.12311
199,784.25,24,4.89898
200,784.75,24,4.89898
201,785.25,36,6
202,785.75,16,4
203,786.25,29,5.38516
204,786.75,13,3.60555
205,787.25,14,3.74166
206,787.75,16,4
207,788.25,15,3.87298
208,788.75,10,3.16228
209,789.25,10,3.16228
210,789.75,14,3.74166
211,790.25,9,3
212,790.75,9,3
213,791.25,14,3.74166
214,791.75,6,2.44949
215,792.25,8,2.82843
216,792.75,7,2.64575
217,793.25,1,1
218,793.75,10,3.16228
219,794.25,3,1.73205
220,794.75,3,1.73205
221,795.25,2,1.41421
222,795.75,7,2.64575
223,796.25,0,0
224,796.75,4,2
225,797.25,3,1.73205
226,797.75,7,2.64575
227,798.25,5,2.23607
228,798.75,5,2.23607
229,799.25,1,1
230,799.75,2,1.41421
231,800.25,3,1.73205
232,800.75,5,2.23607
233,801.25,3,1.73205
234,801.75,4,2
235,802.25,5,2.23607
236,802.75,3,1.73205
237,803.25,3,1.73205
238,803.75,2,1.41421
239,804.25,4,2
240,804.75,4,2
241,805.25,2,1.41421
242,805.75,1,1
243,806.25,3,1.73205
244,806.75,2,1.41421
245,807.25,3,1.73205
246,807.75,4,2
247,808.25,3,1.73205
248,808.75,2,1.41421
249,809.25,4,2
250,809.75,2,1.41421
251,810.25,3,1.73205
252,810.75,1,1
253,811.25,3,1.73205
254,811.75,0,0
255,812.25,3,1.73205
256,812.75,1,1
257,813.25,0,0
258,813.75,1,1
259,814.25,2,1.41421
260,814.75,1,1
261,815.25,9,3
262,815.75,2,1.41421
263,816.25,2,1.41421
264,816.75,2,1.41421
265,817.25,7,2.64575
266,817.75,3,1.73205
267,818.25,4,2
268,818.75,0,0
269,819.25,1,1
270,819.75,6,2.44949
271,820.25,0,0
272,820.75,3,1.73205
273,821.25,5,2.23607
274,821.75,1,1
275,822.25,2,1.41421
276,822.75,4,2
277,823.25,2,1.41421
278,823.75,1,1
279,824.25,111,10.5357
280,824.75,0,0
