bin,center,value,error
124,781.75,1394,37.3363
125,782.25,1319,36.318
126,782.75,1298,36.0278
127,783.25,1404,37.47
128,783.75,1366,36.9594
129,784.25,1484,38.5227
130,784.75,1433,37.855
131,785.25,1436,37.8946
132,785.75,1406,37.4967
133,786.25,1451,38.092
134,786.75,1450,38.0789
135,787.25,1492,38.6264
136,787.75,1462,38.2361
137,788.25,1463,38.2492
138,788.75,1439,37.9342
139,789.25,1427,37.7757
140,789.75,1404,37.47
141,790.25,1432,37.8418
142,790.75,1388,37.2559
143,791.25,1437,37.9078
144,791.75,1429,37.8021
145,792.25,1396,37.3631
146,792.75,1364,36.9324
147,793.25,1431,37.8286
148,793.75,1346,36.6879
149,794.25,1335,36.5377
150,794.75,1351,36.756
151,795.25,1344,36.6606
152,795.75,1298,36.0278
153,796.25,1263,35.5387
154,796.75,1257,35.4542
155,797.25,1165,34.1321
156,797.75,1158,34.0294
157,798.25,1156,34
158,798.75,1105,33.2415
159,799.25,1089,33
160,799.75,955,30.9031
161,800.25,938,30.6268
162,800.75,935,30.5778
163,801.25,844,29.0517
164,801.75,810,28.4605
165,802.25,770,27.7489
166,802.75,714,26.7208
167,803.25,686,26.1916
168,803.75,656,25.6125
169,804.25,623,24.96
170,804.75,557,23.6008
171,805.25,529,23
172,805.75,463,21.5174
173,806.25,424,20.5913
174,806.75,344,18.5472
175,807.25,353,18.7883
176,807.75,302,17.3781
177,808.25,273,16.5227
178,808.75,263,16.2173
179,809.25,223,14.9332
180,809.75,208,14.4222
181,810.25,175,13.2288
182,810.75,193,13.8924
183,811.25,142,11.9164
184,811.75,140,11.8322
185,812.25,117,10.8167
186,812.75,99,9.94987
187,813.25,94,9.69536
188,813.75,86,9.27362
189,814.25,94,9.69536
190,814.75,74,8.60233
191,815.25,67,8.18535
192,815.75,63,7.93725
193,816.25,67,8.18535
194,816.75,46,6.78233
195,817.25,35,5.91608
196,817.75,37,6.08276
197,818.25,30,5.47723
198,818.75,51,7.14143
199,819.25,32,5.65685
200,819.75,35,5.91608
201,820.25,16,4
202,820.75,25,5
203,821.25,25,5
204,821.75,42,6.48074
205,822.25,19,4.3589
206,822.75,32,5.65685
207,823.25,14,3.74166
208,823.75,17,4.12311
209,824.25,17,4.12311
210,824.75,15,3.87298
211,825.25,14,3.74166
212,825.75,12,3.4641
213,826.25,17,4.12311
214,826.75,9,3
215,827.25,7,2.64575
216,827.75,18,4.24264
217,828.25,5,2.23607
218,828.75,8,2.82843
219,829.25,10,3.16228
220,829.75,6,2.44949
221,830.25,6,2.44949
222,830.75,8,2.82843
223,831.25,2,1.41421
224,831.75,4,2
225,832.25,3,1.73205
226,832.75,7,2.64575
227,833.25,2,1.41421
228,833.75,4,2
229,834.25,4,2
230,834.75,11,3.31662
231,835.25,5,2.23607
232,835.75,6,2.44949
233,836.25,2,1.41421
234,836.75,5,2.23607
235,837.25,4,2
236,837.75,7,2.64575
237,838.25,2,1.41421
238,838.75,4,2
239,839.25,4,2
240,839.75,4,2
241,840.25,2,1.41421
242,840.75,2,1.41421
243,841.25,6,2.44949
244,841.75,6,2.44949
245,842.25,2,1.41421
246,842.75,3,1.73205
247,843.25,3,1.73205
248,843.75,3,1.73205
249,844.25,0,0
250,844.75,4,2
251,845.25,5,2.23607
252,845.75,3,1.73205
253,846.25,2,1.41421
254,846.75,4,2
255,847.25,2,1.41421
256,847.75,6,2.44949
257,848.25,2,1.41421
258,848.75,3,1.73205
259,849.25,2,1.41421
260,849.75,2,1.41421
261,850.25,1,1
262,850.75,2,1.41421
263,851.25,2,1.41421
264,851.75,3,1.73205
265,852.25,1,1
266,852.75,7,2.64575
267,853.25,7,2.64575
268,853.75,3,1.73205
269,854.25,2,1.41421
270,854.75,4,2
271,855.25,6,2.44949
272,855.75,2,1.41421
273,856.25,3,1.73205
274,856.75,0,0
275,857.25,3,1.73205
276,857.75,4,2
277,858.25,1,1
278,858.75,2,1.41421
279,859.25,2,1.41421
280,859.75,3,1.73205
