bin,center,value,error
123,805.25,1387,37.2424
124,805.75,1447,38.0395
125,806.25,1322,36.3593
126,806.75,1372,37.0405
127,807.25,1463,38.2492
128,807.75,1480,38.4708
129,808.25,1478,38.4448
130,808.75,1484,38.5227
131,809.25,1532,39.1408
132,809.75,1517,38.9487
133,810.25,1477,38.4318
134,810.75,1533,39.1535
135,811.25,1535,39.1791
136,811.75,1559,39.4842
137,812.25,1471,38.3536
138,812.75,1528,39.0896
139,813.25,1457,38.1707
140,813.75,1444,38
141,814.25,1478,38.4448
142,814.75,1469,38.3275
143,815.25,1506,38.8072
144,815.75,1508,38.833
145,816.25,1453,38.1182
146,816.75,1440,37.9473
147,817.25,1472,38.3667
148,817.75,1401,37.4299
149,818.25,1396,37.3631
150,818.75,1429,37.8021
151,819.25,1389,37.2693
152,819.75,1365,36.9459
153,820.25,1332,36.4966
154,820.75,1301,36.0694
155,821.25,1268,35.609
156,821.75,1262,35.5246
157,822.25,1198,34.6121
158,822.75,1168,34.176
159,823.25,1099,33.1512
160,823.75,1130,33.6155
161,824.25,991,31.4802
162,824.75,971,31.1609
163,825.25,949,30.8058
164,825.75,914,30.2324
165,826.25,854,29.2233
166,826.75,815,28.5482
167,827.25,711,26.6646
168,827.75,728,26.9815
169,828.25,669,25.865
170,828.75,654,25.5734
171,829.25,573,23.9374
172,829.75,562,23.7065
173,830.25,454,21.3073
174,830.75,438,20.9284
175,831.25,370,19.2354
176,831.75,367,19.1572
177,832.25,309,17.5784
178,832.75,280,16.7332
179,833.25,267,16.3401
180,833.75,230,15.1658
181,834.25,228,15.0997
182,834.75,185,13.6015
183,835.25,181,13.4536
184,835.75,173,13.1529
185,836.25,150,12.2474
186,836.75,128,11.3137
187,837.25,115,10.7238
188,837.75,108,10.3923
189,838.25,96,9.79796
190,838.75,103,10.1489
191,839.25,88,9.38083
192,839.75,72,8.48528
193,840.25,68,8.24621
194,840.75,67,8.18535
195,841.25,61,7.81025
196,841.75,54,7.34847
197,842.25,38,6.16441
198,842.75,34,5.83095
199,843.25,36,6
200,843.75,49,7
201,844.25,34,5.83095
202,844.75,32,5.65685
203,845.25,24,4.89898
204,845.75,30,5.47723
205,846.25,32,5.65685
206,846.75,35,5.91608
207,847.25,21,4.58258
208,847.75,33,5.74456
209,848.25,12,3.4641
210,848.75,14,3.74166
211,849.25,20,4.47214
212,849.75,17,4.12311
213,850.25,16,4
214,850.75,9,3
215,851.25,19,4.3589
216,851.75,10,3.16228
217,852.25,9,3
218,852.75,14,3.74166
219,853.25,12,3.4641
220,853.75,6,2.44949
221,854.25,9,3
222,854.75,9,3
223,855.25,2,1.41421
224,855.75,9,3
225,856.25,8,2.82843
226,856.75,0,0
227,857.25,9,3
228,857.75,6,2.44949
229,858.25,2,1.41421
230,858.75,5,2.23607
231,859.25,2,1.41421
232,859.75,8,2.82843
233,860.25,6,2.44949
234,860.75,6,2.44949
235,861.25,5,2.23607
236,861.75,2,1.41421
237,862.25,4,2
238,862.75,3,1.73205
239,863.25,6,2.44949
240,863.75,3,1.73205
241,864.25,3,1.73205
242,864.75,4,2
243,865.25,3,1.73205
244,865.75,3,1.73205
245,866.25,2,1.41421
246,866.75,5,2.23607
247,867.25,4,2
248,867.75,3,1.73205
249,868.25,3,1.73205
250,868.75,1,1
251,869.25,4,2
252,869.75,2,1.41421
253,870.25,3,1.73205
254,870.75,2,1.41421
255,871.25,9,3
256,871.75,1,1
257,872.25,4,2
258,872.75,4,2
259,873.25,3,1.73205
260,873.75,5,2.23607
261,874.25,1,1
262,874.75,4,2
263,875.25,2,1.41421
264,875.75,2,1.41421
265,876.25,2,1.41421
266,876.75,0,0
267,877.25,2,1.41421
268,877.75,6,2.44949
269,878.25,1,1
270,878.75,6,2.44949
271,879.25,8,2.82843
272,879.75,2,1.41421
273,880.25,3,1.73205
274,880.75,2,1.41421
275,881.25,9,3
276,881.75,5,2.23607
277,882.25,4,2
278,882.75,0,0
279,883.25,2,1.41421
280,883.75,3,1.73205
