bin,center,value,error
108,718.75,122,11.0454
109,719.25,136,11.6619
110,719.75,140,11.8322
111,720.25,170,13.0384
112,720.75,167,12.9228
113,721.25,209,14.4568
114,721.75,196,14
115,722.25,224,14.9666
116,722.75,234,15.2971
117,723.25,254,15.9374
118,723.75,248,15.748
119,724.25,273,16.5227
120,724.75,281,16.7631
121,725.25,255,15.9687
122,725.75,296,17.2047
123,726.25,304,17.4356
124,726.75,291,17.0587
125,727.25,326,18.0555
126,727.75,298,17.2627
127,728.25,286,16.9115
128,728.75,322,17.9444
129,729.25,306,17.4929
130,729.75,323,17.9722
131,730.25,337,18.3576
132,730.75,330,18.1659
133,731.25,325,18.0278
134,731.75,318,17.8326
135,732.25,338,18.3848
136,732.75,344,18.5472
137,733.25,338,18.3848
138,733.75,306,17.4929
139,734.25,331,18.1934
140,734.75,310,17.6068
141,735.25,307,17.5214
142,735.75,334,18.2757
143,736.25,338,18.3848
144,736.75,350,18.7083
145,737.25,345,18.5742
146,737.75,310,17.6068
147,738.25,291,17.0587
148,738.75,293,17.1172
149,739.25,300,17.3205
150,739.75,308,17.5499
151,740.25,342,18.4932
152,740.75,286,16.9115
153,741.25,299,17.2916
154,741.75,267,16.3401
155,742.25,261,16.1555
156,742.75,273,16.5227
157,743.25,241,15.5242
158,743.75,261,16.1555
159,744.25,249,15.7797
160,744.75,192,13.8564
161,745.25,210,14.4914
162,745.75,184,13.5647
163,746.25,202,14.2127
164,746.75,128,11.3137
165,747.25,158,12.5698
166,747.75,138,11.7473
167,748.25,155,12.4499
168,748.75,126,11.225
169,749.25,126,11.225
170,749.75,92,9.59166
171,750.25,98,9.89949
172,750.75,89,9.43398
173,751.25,59,7.68115
174,751.75,71,8.42615
175,752.25,58,7.61577
176,752.75,56,7.48331
177,753.25,45,6.7082
178,753.75,26,5.09902
179,754.25,36,6
180,754.75,50,7.07107
181,755.25,25,5
182,755.75,29,5.38516
183,756.25,29,5.38516
184,756.75,12,3.4641
185,757.25,25,5
186,757.75,18,4.24264
187,758.25,18,4.24264
188,758.75,14,3.74166
189,759.25,16,4
190,759.75,11,3.31662
191,760.25,7,2.64575
192,760.75,6,2.44949
193,761.25,11,3.31662
194,761.75,12,3.4641
195,762.25,11,3.31662
196,762.75,5,2.23607
197,763.25,5,2.23607
198,763.75,11,3.31662
199,764.25,7,2.64575
200,764.75,6,2.44949
201,765.25,5,2.23607
202,765.75,3,1.73205
203,766.25,2,1.41421
204,766.75,3,1.73205
205,767.25,6,2.44949
206,767.75,2,1.41421
207,768.25,0,0
208,768.75,6,2.44949
209,769.25,1,1
210,769.75,1,1
211,770.25,5,2.23607
212,770.75,1,1
213,771.25,4,2
214,771.75,1,1
215,772.25,0,0
216,772.75,0,0
217,773.25,0,0
218,773.75,1,1
219,774.25,0,0
220,774.75,0,0
221,775.25,0,0
222,775.75,0,0
223,776.25,0,0
224,776.75,3,1.73205
225,777.25,1,1
226,777.75,0,0
227,778.25,0,0
228,778.75,1,1
229,779.25,2,1.41421
230,779.75,1,1
231,780.25,2,1.41421
232,780.75,1,1
233,781.25,0,0
234,781.75,1,1
235,782.25,0,0
236,782.75,0,0
237,783.25,1,1
238,783.75,1,1
239,784.25,1,1
240,784.75,1,1
241,785.25,0,0
242,785.75,1,1
243,786.25,1,1
244,786.75,0,0
245,787.25,0,0
246,787.75,0,0
247,788.25,0,0
248,788.75,1,1
249,789.25,1,1
250,789.75,3,1.73205
251,790.25,0,0
252,790.75,0,0
253,791.25,0,0
254,791.75,0,0
255,792.25,1,1
256,792.75,0,0
257,793.25,1,1
258,793.75,2,1.41421
259,794.25,1,1
260,794.75,0,0
261,795.25,1,1
262,795.75,3,1.73205
263,796.25,0,0
264,796.75,0,0
265,797.25,0,0
266,797.75,0,0
267,798.25,2,1.41421
268,798.75,0,0
269,799.25,1,1
270,799.75,0,0
271,800.25,0,0
272,800.75,2,1.41421
273,801.25,0,0
274,801.75,1,1
275,802.25,26,5.09902
276,802.75,0,0
277,803.25,0,0
278,803.75,0,0
279,804.25,0,0
280,804.75,0,0
