bin,center,value,error
130,679.75,1270,35.6371
131,680.25,1351,36.756
132,680.75,1354,36.7967
133,681.25,1339,36.5923
134,681.75,1334,36.524
135,682.25,1364,36.9324
136,682.75,1385,37.2156
137,683.25,1347,36.7015
138,683.75,1378,37.1214
139,684.25,1317,36.2905
140,684.75,1302,36.0832
141,685.25,1334,36.524
142,685.75,1320,36.3318
143,686.25,1316,36.2767
144,686.75,1369,37
145,687.25,1308,36.1663
146,687.75,1345,36.6742
147,688.25,1291,35.9305
148,688.75,1270,35.6371
149,689.25,1229,35.0571
150,689.75,1214,34.8425
151,690.25,1190,34.4964
152,690.75,1183,34.3948
153,691.25,1134,33.6749
154,691.75,1088,32.9848
155,692.25,1078,32.8329
156,692.75,1000,31.6228
157,693.25,974,31.209
158,693.75,892,29.8664
159,694.25,885,29.7489
160,694.75,816,28.5657
161,695.25,768,27.7128
162,695.75,717,26.7769
163,696.25,656,25.6125
164,696.75,610,24.6982
165,697.25,601,24.5153
166,697.75,521,22.8254
167,698.25,531,23.0434
168,698.75,399,19.975
169,699.25,348,18.6548
170,699.75,331,18.1934
171,700.25,267,16.3401
172,700.75,248,15.748
173,701.25,241,15.5242
174,701.75,202,14.2127
175,702.25,188,13.7113
176,702.75,141,11.8743
177,703.25,165,12.8452
178,703.75,139,11.7898
179,704.25,110,10.4881
180,704.75,94,9.69536
181,705.25,84,9.16515
182,705.75,92,9.59166
183,706.25,72,8.48528
184,706.75,65,8.06226
185,707.25,64,8
186,707.75,57,7.54983
187,708.25,41,6.40312
188,708.75,38,6.16441
189,709.25,29,5.38516
190,709.75,30,5.47723
191,710.25,46,6.78233
192,710.75,28,5.2915
193,711.25,15,3.87298
194,711.75,30,5.47723
195,712.25,29,5.38516
196,712.75,18,4.24264
197,713.25,23,4.79583
198,713.75,17,4.12311
199,714.25,14,3.74166
200,714.75,19,4.3589
201,715.25,10,3.16228
202,715.75,6,2.44949
203,716.25,18,4.24264
204,716.75,11,3.31662
205,717.25,7,2.64575
206,717.75,13,3.60555
207,718.25,6,2.44949
208,718.75,7,2.64575
209,719.25,6,2.44949
210,719.75,4,2
211,720.25,10,3.16228
212,720.75,2,1.41421
213,721.25,5,2.23607
214,721.75,4,2
215,722.25,3,1.73205
216,722.75,3,1.73205
217,723.25,3,1.73205
218,723.75,7,2.64575
219,724.25,6,2.44949
220,724.75,3,1.73205
221,725.25,0,0
222,725.75,3,1.73205
223,726.25,4,2
224,726.75,1,1
225,727.25,4,2
226,727.75,3,1.73205
227,728.25,1,1
228,728.75,1,1
229,729.25,4,2
230,729.75,5,2.23607
231,730.25,2,1.41421
232,730.75,2,1.41421
233,731.25,3,1.73205
234,731.75,2,1.41421
235,732.25,4,2
236,732.75,3,1.73205
237,733.25,6,2.44949
238,733.75,1,1
239,734.25,5,2.23607
240,734.75,2,1.41421
241,735.25,5,2.23607
242,735.75,1,1
243,736.25,1,1
244,736.75,2,1.41421
245,737.25,1,1
246,737.75,2,1.41421
247,738.25,4,2
248,738.75,2,1.41421
249,739.25,3,1.73205
250,739.75,8,2.82843
251,740.25,3,1.73205
252,740.75,1,1
253,741.25,4,2
254,741.75,7,2.64575
255,742.25,3,1.73205
256,742.75,1,1
257,743.25,1,1
258,743.75,4,2
259,744.25,1,1
260,744.75,4,2
261,745.25,4,2
262,745.75,1,1
263,746.25,5,2.23607
264,746.75,3,1.73205
265,747.25,3,1.73205
266,747.75,94,9.69536
267,748.25,0,0
268,748.75,0,0
269,749.25,0,0
270,749.75,0,0
271,750.25,0,0
272,750.75,0,0
273,751.25,0,0
274,751.75,0,0
275,752.25,0,0
276,752.75,0,0
277,753.25,0,0
278,753.75,0,0
279,754.25,0,0
280,754.75,0,0
