rootfile,mppc_board,mppc_ch,led_run,ped_run,mppc_hv,led_hv,chi2,ndf,q1,q1_err,pxt,pxt_err
spe_result_ped447_led445_board3.root,3,8,445,447,58.0,1.175,152.71818670199693,152,11.066705297315101,0.07345531420565443,0.5792173685322554,0.013769925078315037
spe_result_ped447_led446_board0.root,0,8,446,447,58.0,1.165,243.79160147817726,146,12.05946408000253,0.0816167934858818,0.6810612514203015,0.013833210354012138
spe_result_ped447_led446_board1.root,1,8,446,447,58.0,1.165,221.18154782819786,144,11.108114546444678,0.09908059002130631,0.6723050877896264,0.016953403240728582
spe_result_ped447_led446_board2.root,2,8,446,447,58.0,1.165,146.44422955835475,128,9.472614141696832,0.1019716819156864,0.736962788831684,0.018568662443699813
spe_result_ped447_led446_board3.root,3,8,446,447,58.0,1.165,157.94186369419648,135,10.999999999999993,0.02447927309343534,0.6707808634634148,0.013407472123772746
spe_result_ped452_led449_board0.root,0,9,449,452,58.0,1.17,201.86043842396933,167,11.609145048501357,0.08242893673897722,0.6740127970346571,0.013898325099313047
spe_result_ped452_led449_board1.root,1,9,449,452,58.0,1.17,266.2633914799821,174,10.999999999637776,0.05728837195396963,0.7665211659174366,0.010043123540830257
spe_result_ped452_led449_board2.root,2,9,449,452,58.0,1.17,226.81039909749097,145,9.039899763231702,0.058509054142108496,0.6297315993763051,0.013061870551720645
spe_result_ped452_led449_board3.root,3,9,449,452,58.0,1.17,236.86220487629402,150,10.425513531295069,0.0765231119036418,0.5837330007587787,0.0135317121879735
spe_result_ped452_led450_board0.root,0,9,450,452,58.0,1.165,161.42390017295799,151,11.718105664997612,0.09992870697010847,0.6963970599594395,0.01717121568526525
spe_result_ped452_led450_board1.root,1,9,450,452,58.0,1.165,270.8211107677707,160,11.095687485378956,0.10782625597060225,0.7641324466663111,0.0181140153463048
spe_result_ped452_led450_board2.root,2,9,450,452,58.0,1.165,146.34986492265776,132,9.037218820902039,0.0936895969926308,0.6633555398093876,0.01947867305898182
spe_result_ped452_led450_board3.root,3,9,450,452,58.0,1.165,155.76112147501266,140,10.4700851173907,0.10977087955818554,0.6256325079751781,0.018305338736773147
spe_result_ped452_led451_board0.root,0,9,451,452,58.0,1.16,196.5779711662308,146,11.850293055708786,0.14053478535271058,0.6956707512756033,0.06217022351710888
spe_result_ped452_led451_board1.root,1,9,451,452,58.0,1.16,323.2339603149153,157,11.358458403284938,0.10608310602252047,0.7895876212124403,0.01790605265525952
spe_result_ped452_led451_board2.root,2,9,451,452,58.0,1.16,135.55169315701366,120,9.075920615440149,0.11288402900316452,0.6779286433265623,0.0205017164395912
spe_result_ped452_led451_board3.root,3,9,451,452,58.0,1.16,128.8952345872075,127,10.546349489081615,0.11564255291130454,0.6615271865352582,0.01976166119289302
spe_result_ped457_led454_board0.root,0,10,454,457,58.0,1.16,340.1656488173482,153,12.006496067301125,0.10340053250890158,0.6822899788051247,0.013567147664091672
spe_result_ped457_led454_board1.root,1,10,454,457,58.0,1.16,225.03897370282388,155,10.999999999652506,0.01583892008589327,0.7516095528326625,0.009064064525286297
spe_result_ped457_led454_board2.root,2,10,454,457,58.0,1.16,180.14785407049874,132,9.000000003223724,0.03300963741468532,0.6575560015113151,0.009696875447720743
spe_result_ped457_led454_board3.root,3,10,454,457,58.0,1.16,211.81120427034978,155,10.592752602184456,0.07765829423129222,0.5970539695752642,0.012940987153732764
spe_result_ped457_led455_board0.root,0,10,455,457,58.0,1.165,259.8303399253803,161,11.69179718969182,0.1116165706942347,0.7047079262817842,0.015145712118794286
spe_result_ped457_led455_board1.root,1,10,455,457,58.0,1.165,202.00487965233245,165,10.999999993614452,0.036802293279395215,0.6992008200480319,0.009187319601483557
spe_result_ped457_led455_board2.root,2,10,455,457,58.0,1.165,237.51557433169174,139,9.000000415023026,0.03266778342249399,0.6079646791857949,0.010448993863326483
spe_result_ped457_led455_board3.root,3,10,455,457,58.0,1.165,331.28393042439353,166,10.725284573777966,0.12440917343638791,0.5226510169925915,0.018973702674547677
spe_result_ped457_led456_board0.root,0,10,456,457,58.0,1.155,410.34777726544746,146,12.099999698326855,0.1101691780986398,0.6923361664708432,0.010203095892492353
spe_result_ped457_led456_board1.root,1,10,456,457,58.0,1.155,315.7705822799281,149,10.999999999999961,0.009395321214430652,0.7690826257190927,0.009817127177264573
spe_result_ped457_led456_board2.root,2,10,456,457,58.0,1.155,155.48186107505032,122,9.10657877433651,0.10164985586572861,0.6800041580803415,0.016799107064660757
spe_result_ped457_led456_board3.root,3,10,456,457,58.0,1.155,131.7828801764298,146,10.361637504594022,0.09796726998180194,0.6695105876471603,0.015418354085024288
spe_result_ped462_led459_board0.root,0,11,459,462,58.0,1.16,217.17542426955276,156,11.858295431994236,0.12360050494554198,0.7041258919799339,0.01758376632276737
spe_result_ped462_led459_board1.root,1,11,459,462,58.0,1.16,182.95914789871875,158,11.218327337468715,0.07927534671790859,0.7434162460714674,0.015790105947789623
spe_result_ped462_led459_board2.root,2,11,459,462,58.0,1.16,194.9669823779775,146,9.660460957098445,0.07125176586530024,0.6855240517370678,0.01567386019667899
spe_result_ped462_led459_board3.root,3,11,459,462,58.0,1.16,249.00086422952288,162,10.624176167930349,0.06488905066551975,0.5300270675086529,0.013632411377735243
spe_result_ped462_led460_board0.root,0,11,460,462,58.0,1.165,170.53778936256603,166,11.58896763761623,0.1153215013112483,0.7113906221915073,0.01874378911751101
spe_result_ped462_led460_board1.root,1,11,460,462,58.0,1.165,222.0245744736983,169,11.079432431263205,0.08371661634881811,0.7231509509170914,0.01710637750543237
spe_result_ped462_led460_board2.root,2,11,460,462,58.0,1.165,214.26880794934235,157,9.574736942798406,0.06713641076907528,0.6470992275444988,0.016597533209439297
spe_result_ped462_led460_board3.root,3,11,460,462,58.0,1.165,256.00922444658624,164,10.732390904117386,0.07013599172663287,0.45229369040839335,0.012413907839944421
spe_result_ped462_led461_board0.root,0,11,461,462,58.0,1.155,283.77849833930867,152,12.099999999993758,0.03906496647848812,0.7287389712827437,0.012746034231612469
spe_result_ped462_led461_board1.root,1,11,461,462,58.0,1.155,188.45411516592992,155,10.999999999999549,0.042204459827609675,0.8201450541673202,0.013452370104377609
spe_result_ped462_led461_board2.root,2,11,461,462,58.0,1.155,153.43611344931566,139,9.652408492847215,0.07490807852374193,0.75688166508837,0.02060779787790057
spe_result_ped462_led461_board3.root,3,11,461,462,58.0,1.155,162.99937325476105,148,10.620041727372952,0.07294191877624812,0.6107754604171183,0.01374775118495819
spe_result_ped467_led464_board0.root,0,12,464,467,58.0,1.17,178.23673936702787,155,11.638710347588772,0.11821454057424319,0.6733084129859703,0.017878683664466655
spe_result_ped467_led464_board1.root,1,12,464,467,58.0,1.17,165.96343499733493,143,10.673028598356325,0.07867076249473026,0.7071516133795709,0.02187404991668207
spe_result_ped467_led464_board2.root,2,12,464,467,58.0,1.17,235.04736186101394,142,9.242178156968913,0.08063055005660758,0.7757944174172773,0.01819397788813404
spe_result_ped467_led464_board3.root,3,12,464,467,58.0,1.17,203.05966536180728,156,11.404378660350243,0.08382638431827871,0.6388173820154242,0.014488630017092774
spe_result_ped467_led465_board0.root,0,12,465,467,58.0,1.175,197.34606165484658,161,11.539886512567238,0.10599356214841649,0.6789834038072214,0.01737950535024918
spe_result_ped467_led465_board1.root,1,12,465,467,58.0,1.175,191.24250964370634,149,10.660883555329013,0.09449692783347263,0.6720481111773474,0.017122485541376187
spe_result_ped467_led465_board2.root,2,12,465,467,58.0,1.175,272.4225698685617,150,9.081729845653667,0.10593989039468799,0.7125055645948299,0.021824110477390135
spe_result_ped467_led465_board3.root,3,12,465,467,58.0,1.175,237.05099749744397,169,11.330475672064372,0.09076292137808206,0.6155014745042618,0.01575261078281165
spe_result_ped467_led466_board0.root,0,12,466,467,58.0,1.165,197.3802260840549,144,11.894183755980084,0.14557163858101063,0.7129798377365659,0.019490122360414808
spe_result_ped467_led466_board1.root,1,12,466,467,58.0,1.165,160.06563129269324,135,10.91187018737632,0.11141469021303596,0.7060438523544306,0.038234128547777135
spe_result_ped467_led466_board2.root,2,12,466,467,58.0,1.165,193.1005636398513,129,9.305421813589438,0.07240319084775759,0.809317445130041,0.01825208764696229
spe_result_ped467_led466_board3.root,3,12,466,467,58.0,1.165,146.80323131612562,150,10.999999982484155,0.01820147156386831,0.742185595923338,0.014025653700877605
spe_result_ped472_led469_board0.root,0,13,469,472,58.0,1.165,148.6832634746488,155,11.654414651405002,0.11057577609793867,0.6842458276017489,0.015844110857180294
spe_result_ped472_led469_board1.root,1,13,469,472,58.0,1.165,173.08667296226983,144,10.870222357006986,0.09603263169110665,0.7371859195786362,0.015968926950295725
spe_result_ped472_led469_board2.root,2,13,469,472,58.0,1.165,189.51158003628038,134,9.188991535968276,0.1097753491648108,0.7155431802659923,0.020227823432178882
spe_result_ped472_led469_board3.root,3,13,469,472,58.0,1.165,175.92173132782668,159,10.947294198421913,0.10570592801959133,0.6194984081840174,0.0165542971505519
spe_result_ped472_led470_board0.root,0,13,470,472,58.0,1.17,183.246274963853,159,11.671059285028909,0.09711912798881794,0.6408794276178003,0.016195553679751007
spe_result_ped472_led470_board1.root,1,13,470,472,58.0,1.17,157.58311501407104,156,10.614588134827091,0.09082099812184108,0.7560628586988433,0.01780654871799242
spe_result_ped472_led470_board2.root,2,13,470,472,58.0,1.17,198.40686667843266,137,9.302032386099105,0.0889740929415046,0.655233728158092,0.017952148755193076
spe_result_ped472_led470_board3.root,3,13,470,472,58.0,1.17,239.42225287338286,170,11.018967017261645,0.07986337363565621,0.529748992001544,0.015573041559819867
spe_result_ped472_led471_board0.root,0,13,471,472,58.0,1.16,178.81239714436154,143,10.999999999432598,0.022517717531856718,0.8039097390766422,0.013932170457972237
spe_result_ped472_led471_board1.root,1,13,471,472,58.0,1.16,189.43101693555298,139,10.999999133955724,0.054758559006343965,0.7836056470747065,0.01377181181684134
spe_result_ped472_led471_board2.root,2,13,471,472,58.0,1.16,179.36426869722357,120,9.29031029945734,0.13186665027168232,0.7345387610500002,0.0257127889330539
spe_result_ped472_led471_board3.root,3,13,471,472,58.0,1.16,170.49053294850822,141,11.022957119510451,0.09131262049185906,0.6424723851810035,0.022122114513223046
spe_result_ped477_led474_board0.root,0,14,474,477,58.0,1.165,245.7006461720325,167,11.793645638163614,0.11478065876054355,0.7566228270321715,0.019016904735280726
spe_result_ped477_led474_board1.root,1,14,474,477,58.0,1.165,200.47897135665454,154,10.737141179839387,0.07277055312340952,0.7212347757081423,0.013094735907806576
spe_result_ped477_led474_board2.root,2,14,474,477,58.0,1.165,188.75415428387277,140,9.197484552057048,0.06560084172334424,0.7290619795243207,0.014397521800466828
spe_result_ped477_led474_board3.root,3,14,474,477,58.0,1.165,348.2973812906533,185,11.243514132855587,0.05819876902452492,0.5993022316326178,0.011899764169726823
spe_result_ped477_led475_board0.root,0,14,475,477,58.0,1.17,164.30279534968926,163,11.590117652240215,0.12463892724305126,0.7364384553759714,0.01987459611253589
spe_result_ped477_led475_board1.root,1,14,475,477,58.0,1.17,172.64381751341682,162,10.740651977886005,0.06920775821158553,0.6934966899984351,0.020106982747087887
spe_result_ped477_led475_board2.root,2,14,475,477,58.0,1.17,269.9852170982712,147,9.190357067808085,0.07592066423068022,0.6581536511317336,0.018224017973305195
spe_result_ped477_led475_board3.root,3,14,475,477,58.0,1.17,362.4407721258895,185,11.127892598152705,0.08292174703339672,0.5432465078749551,0.017256304121541832
